Email,Label,is_phishing_verdict,risk_level,explanation
2041,0,True,High,"This email exhibits multiple strong indicators of phishing. The unsolicited offer of 'viagra' is a highly suggestive and inappropriate lure, immediately raising suspicion. The email contains grammatical errors and unusual phrasing ('by perseverance the snail reached the ark'). The claim of a '100% satisfaction money back guarantee' is a common tactic used in fraudulent schemes. The disjointed and philosophical closing statement is a deliberate attempt to distract and confuse the recipient. The email's content is sexually suggestive and promotes the sale of prescription drugs, a clear red flag."
1330,1,True,High,"The email content is 'empty'. This is a highly suspicious indicator. Phishing emails often contain no legitimate content, designed to trick the recipient into clicking a malicious link or providing information. The lack of any text whatsoever suggests a deliberate attempt to bypass security filters and potentially deliver a payload or exploit a vulnerability. This represents a critical breach of zero trust and warrants immediate flagging as phishing."
584,1,True,High,"This email exhibits multiple strong indicators of phishing. Firstly, the language is overly complex and filled with technical jargon related to energy operations, sales, and legal processes, suggesting a deliberate attempt to appear legitimate and confuse the recipient. Secondly, the email contains numerous references to specific individuals (Sally Beck, Louise Kitchen, Brian Redmond, Bob Hall, Steve Jackson, Anne Koehler, Mary Perkins) and internal processes (HPL transition coordination meetings, 'protocol' discussions), creating a fabricated scenario. Thirdly, the email attempts to manipulate the recipient into a specific course of action – attending meetings, reviewing documents, and providing updates – under the guise of a critical business transaction. The email's length and convoluted structure are also typical of phishing attempts designed to overwhelm and disorient the recipient. The outdated date '03/30/2001' further raises suspicion. The request for clarification on a 'protocol' is a classic phishing tactic to gauge the recipient's knowledge and potentially extract information. The overall impression is of a highly crafted, manipulative email designed to deceive the recipient into taking actions based on false information."
3062,0,True,High,"This email exhibits multiple red flags indicative of a phishing attempt. Firstly, the subject line 'hidden gems' is overly promotional and lacks credibility. Secondly, the email contains numerous grammatical and spelling errors ('commerciaiization', 'worid', 'technoiogy', 'pinnaclegli'), which is a common tactic used by phishers to disguise their communications. Thirdly, it aggressively promotes a stock (PGPU) with unrealistic target prices ($2.25, $5.25) and uses hype language ('next hot pick!'). Fourthly, the email contains a suspicious URL (pinnacle acquisition of aerofoam) and a generic disclaimer attempting to appear legitimate while ultimately misleading the recipient. The pressure to 'follow this one trade tuesday!' further adds to the urgency and manipulative nature of the email. The inclusion of a Yahoo email address for unsubscribing is also a common phishing tactic. Overall, the combination of aggressive promotion, grammatical errors, unrealistic targets, and a sense of urgency strongly suggests a fraudulent attempt to lure the recipient into investing in a potentially worthless stock."
1174,1,True,High,"This email exhibits several strong indicators of phishing. The technical description of folder behavior ('msgs 1-n is read, n=current, n upwards is unread') is highly unusual and suggests a deliberate attempt to confuse the recipient. The description of highlighting a message as read/unread is a classic social engineering tactic to trick the user into clicking a malicious link (which is not present, but the setup is designed to lure the user). The mention of 'Exmh-workers' mailing list and the provided URL, while seemingly legitimate, could be a compromised Red Hat system used for phishing campaigns. The overall tone and technical jargon are designed to appear legitimate while masking a potentially harmful intent. The lack of a clear purpose and the confusing description strongly suggest a phishing attempt."
9486,0,True,High,"This email exhibits several strong indicators of phishing. Firstly, the email uses slightly altered branding ('officiai' instead of 'official'), which is a common tactic. Secondly, it employs a sense of urgency ('requested to visit our site') and claims to be protecting the account and reducing fraud, a frequent manipulation technique. Thirdly, the link is likely malicious, designed to steal credentials. The email lacks a verifiable sender address and uses a generic greeting. The overall tone and request are highly suspicious, warranting immediate flagging."
11559,0,True,High,"This email exhibits multiple red flags indicative of a phishing attempt. The subject line and body use overly enthusiastic and hyperbolic language ('guaranteed', 'increase', '1 to 3 sizes') to promote a product – a breast enhancement cream. The claim of a 'double opt-in' subscriber list is a common tactic to appear legitimate, but the unsolicited nature of the email and the aggressive marketing language strongly suggest a scam. The inclusion of a 'click here' link is a primary phishing indicator. The promise of a refund adds to the manipulative pressure. The overall tone and content are highly suspicious and designed to lure the recipient into clicking the link."
5567,0,True,High,"This email exhibits multiple strong indicators of a phishing attempt. The subject line and content are overtly sexual and explicitly promote access to adult content. The URL, 'uxm 5 . info . lediesnight . biz', is highly suspicious, using a non-standard domain name and incorporating numbers to obscure the true destination. The language is unprofessional and uses excessive exclamation points and capitalization, a common tactic in phishing emails. The request to 'checkbook dahomey' is nonsensical and designed to further confuse and potentially trick the recipient. The overall message is a blatant attempt to lure the recipient to a malicious website."
14831,1,False,Low,"The email appears to be a discussion thread from a mailing list. It contains a verifiable signature block with contact information for the sender and a link to the mailing list. There are no unusual requests, urgent language, or suspicious links. The content discusses a topic (InfoSpace and Creationism) and appears to be a genuine exchange of opinions within a community. The URL is for a mailing list, a standard and safe practice."
14358,1,False,Low,"The email discusses a shader trick from a book, providing technical details about a graphics programming technique. There are no suspicious links, urgent requests, or unusual language. The URL points to a legitimate news website (newsisfree.com) discussing the shader. The content is technical and doesn't exhibit typical phishing characteristics."
14795,0,True,High,"This email exhibits several red flags indicative of a phishing attempt. Firstly, the subject line and opening text use sensational language (""Does Your Computer Need an Oil Change?"", ""Do You Care About Your Computer?"") to grab attention and create a sense of urgency. Secondly, the email promotes a bundle of software products (Norton, Norton Utilities, etc.) at a significantly discounted price, a common tactic used by scammers to lure victims. Thirdly, the email contains multiple spelling and grammatical errors, which is a typical characteristic of phishing emails. Fourthly, the claim of being ""the creators of the #1 Rated AntiVirus Software!"" is likely a fabrication to build trust. While the email includes a disclaimer about an opt-in list and IEAC approval, the overall presentation and aggressive sales pitch strongly suggest a phishing attempt. The inclusion of a phone number to call is also a common tactic to pressure users into providing information. The 'Limited Time Offer' further adds to the urgency."
1973,1,True,High,"The email presents itself as an invitation to a linguistics symposium. While it contains a detailed agenda and speaker list, several elements raise concerns. The email uses a generic address (vicente@ccl.umist.ac.uk) and includes a phone number and fax number. The request to 'reserve your place' and 'write, fax or e-mail' is a common tactic in phishing attempts to collect personal information. The email's content is somewhat disjointed and includes numerous technical terms, which could be used to appear legitimate. The inclusion of a physical address (P.O. Box 88) adds a layer of realism, but doesn't negate the suspicious request for immediate confirmation. The cost of £15 is relatively low, a common tactic to lower the recipient's guard. Overall, the email exhibits several characteristics of a phishing attempt, particularly the direct request for confirmation and reservation. Although it appears to be a legitimate event, the manner of contact is highly suspect."
11491,1,True,High,"This email exhibits several strong indicators of phishing. Firstly, the sender's email address (wjwjr99@yahoo.com) is highly suspicious and deviates from a typical corporate communication. Secondly, the request to send mail to this address is unusual and raises immediate concern. Thirdly, the inclusion of a link to 'phonecard.yahoo.com' is a classic phishing tactic, designed to capture credentials. The email also contains informal language and personal details (sweating like a bastard, saw the timbers won) which is atypical of a professional communication. The combination of these factors strongly suggests a malicious intent to steal credentials or spread malware."
1234,0,True,High,"The email exhibits several strong indicators of phishing. The language is overly romantic and uses excessive exclamation marks, which is a common tactic in scams. The URL, 'www.yqryjv5iqqc.hellomylove.net', is highly suspicious – it's a random string of characters, lacks a recognizable domain extension, and is likely a fraudulent website designed to steal personal information. The sender's name, 'Juliana,' is also a common pseudonym used in phishing attacks. The request for a 'warm kiss' is a manipulative element designed to elicit an emotional response and bypass critical thinking. The email lacks any legitimate context or sender information, further reinforcing its suspicious nature."
5345,1,True,High,"This email exhibits several strong indicators of phishing. The urgent request to 'follow up as soon as possible' is a common tactic to pressure recipients into acting quickly without critical thought. The mention of a 'real time interview' is suspicious, particularly combined with the request for immediate action. The email lacks a verifiable sender and includes a phone number which is a common element in phishing attempts. The lack of context regarding the interview and the recipient's role raises significant concerns. The overall tone and phrasing are somewhat generic, typical of unsolicited communication attempting to initiate a contact."
4164,1,False,Low,"The email appears to be a legitimate invitation to a conference. It provides a clear subject, a relevant URL to the conference program and registration, and includes the sender's name and affiliation. There are no unusual requests for personal information, suspicious links, or attempts to create a sense of urgency. The URL is from a reputable university website. While the domain 'linguistics.rdg.ac.uk' is specific, it aligns with the conference topic and the sender's stated affiliation. The email lacks the hallmarks of a phishing attempt."
17560,0,True,High,"This email exhibits several strong indicators of a phishing attempt. The subject line 'INTEREST RATES HAVE JUST BEEN CUT!!!' uses a sensationalized and urgent claim to grab attention – a common tactic. The email promotes refinancing with 'low rates' without specifying the actual rates, which is a manipulation technique. The call to action – 'Take a minute and fill out our quick online form' – is designed to quickly elicit a response. The URL 'http://www3.all-savings.com/refi/' is suspicious and likely a shortened or disguised link leading to a fraudulent website designed to steal credentials. The email also uses phrases like 'Easy qualifying' and 'prompt, courteous service' to build trust, a further manipulation tactic. The inclusion of an unsubscribe link, while seemingly legitimate, is often used in phishing emails to appear more trustworthy. The overall urgency and promise of 'low rates' are red flags."
1223,0,True,High,"This email is overwhelmingly indicative of a phishing attempt. Multiple red flags are present: 1) Extremely outdated date (29th August 2004) suggests a scam designed to appear current. 2) Overly verbose and disorganized listing of products with numerous variations and prices. 3) Multiple URLs, including a domain (computron-me.com) with a suspicious name and a generic 'deals' page. 4) The inclusion of numerous brands and manufacturers (Compaq, Hewlett Packard, etc.) is a common tactic to appear legitimate. 5) The email contains numerous exclamation marks and excessive capitalization, a manipulative technique. 6) The final paragraph includes instructions for unsubscribing and a request for confirmation, a classic phishing tactic. 7) The email lacks a verifiable sender and legitimate business context. The overall structure and content strongly suggest a fraudulent attempt to generate sales or collect personal information."
14666,1,True,High,"The email exhibits several concerning elements, leading to a high suspicion of phishing. Firstly, the email uses highly unusual and nonsensical phrasing ('Lacking in a _____ / ___ / /   /_ |__ /__ | |__ |_   __| | |     __ /////\_/  symbol on stupid solaris'), suggesting a deliberate attempt to confuse the recipient. Secondly, the reference to 'floppy discs' and 'yoyos' is an odd and out-of-place detail, potentially designed to lower the recipient's guard. Thirdly, the email contains a dated reference (Wed, 21 Aug 2002) which is highly unusual in a modern email context and likely used to create a false sense of history. Finally, the overall tone and content are disjointed and erratic, a common tactic in phishing emails. While not overtly threatening or requesting sensitive information, the combination of these factors raises a significant risk. The inclusion of the Irish Linux Users' Group contact information is a standard practice, but does not negate the other suspicious elements."
1686,1,False,Low,"The email is a legitimate academic publication announcement. It contains a detailed description of the book, including publisher information, ISBN, and a website link. There are no unusual requests, suspicious links, or attempts to manipulate the recipient. The language is formal and consistent with scholarly communication. The URL leads to the publisher's website, which is a standard and safe source for academic books."
5036,1,True,High,"This email exhibits several strong indicators of a phishing attempt. The text is highly technical and appears to be a log file excerpt, likely generated by a system monitoring tool. The formatting is inconsistent and lacks any recognizable context or sender information. The mention of 'parsing file' and a specific file path suggests an attempt to mimic legitimate system logs and trick the recipient into believing it's a genuine security alert or notification. The lack of a sender address and the unusual, technical language are key red flags. The email is attempting to mimic a security alert to gain the recipient's trust and potentially lead them to a malicious website or prompt them to take actions based on false information."
13839,1,True,High,"This email exhibits multiple red flags indicative of a phishing attempt. Firstly, the language is highly urgent and uses phrases like 'urgent request,' 'asap,' and 'trying to close today,' creating a sense of pressure. Secondly, the email contains numerous technical terms ('equistar,' 'buyback,' 'sitara,' 'ena,' 'meters') used in a context that seems vaguely plausible but lacks clear verification. Thirdly, the email references individuals and departments ('craig breslau,' 'anita luong,' 'lee l papayoti') without establishing a clear relationship or providing sufficient context. Fourthly, the email contains unusual abbreviations and misspellings ('ont time', 'bonusus', 'expidited'). Fifthly, the email's content appears to be a fabricated request designed to elicit a response and potentially gain access to sensitive information or systems. The urgency, combined with the complex and vaguely defined request, strongly suggests a phishing attempt."
18588,1,False,Low,"The email discusses a potential takeover of Sempra Energy by Centrica, citing a news article from The London Telegraph. It references an analyst (Simon Hawkins) at UBS Warburg and quotes Centrica's statement. While the topic itself isn't inherently malicious, the email lacks a clear sender identity beyond the quoted sources, and the information is presented as a news report. There are no immediate red flags like urgent requests, suspicious links, or attempts to solicit personal information. The risk level is low due to the information being presented as a news report and lacking direct manipulation tactics."
17110,1,False,Low,"The email presents a detailed update on energy issues related to Western Power, BC Hydro, and BPA. It includes multiple sources and references, discusses complex topics like energy tariffs, transmission privatization, and drought mitigation efforts. While the content is technical and lengthy, it lacks the hallmarks of a phishing attempt – no unusual links, urgent requests, or attempts to harvest personal information. The email appears to be a genuine corporate update or report, despite its length and complexity."
15062,0,True,High,"The email exhibits several red flags indicative of a phishing attempt. Firstly, the offer of '24/7 Bulk Mailing Service' with 'free' emails after an initial payment is highly suspicious and unrealistic. Secondly, the aggressive call to 'ORDER NOW!!!' and the limited-time offer (200,000 free emails within 48 hours) are common tactics to create urgency and pressure the recipient into acting quickly without critical thought. Thirdly, the email contains a phone number (308-650-5905) which is often used in phishing scams to collect personal information. Fourthly, the instruction 'Do not reply to this message' is a classic manipulation technique. Finally, the email address 'trudymail2002@themail.com' appears suspicious and lacks a reputable domain. The overall tone and content are designed to lure the recipient into a fraudulent scheme. While the pricing information is presented, the core offer is too good to be true, and the urgency pushes the recipient toward a potentially harmful action."
9031,0,True,High,"This email exhibits multiple strong indicators of a phishing attempt. It uses sensationalized language ('undiscovered gem', 'hands-freee eyewear'), contains numerous grammatical and spelling errors, offers unrealistic financial incentives (significant signing bonuses), and directs the recipient to a suspicious domain (1 highereducation.com). The email attempts to create a sense of urgency and exclusivity, common tactics in phishing scams. The inclusion of disclaimers about 'forward-looking statements' is a deliberate attempt to obfuscate the true nature of the communication and build trust. The mention of past Motorola and Harris Corp advisors is a classic social engineering technique. The overall tone is overly promotional and lacks verifiable information beyond the claims made within the email. The inclusion of a request to 'review exactly what this company does' is a clear attempt to manipulate the recipient into clicking a link. Finally, the disclaimer regarding compensation from a third party highlights a potential conflict of interest, further raising suspicion."
10149,1,False,Medium,"The email appears to be a technical report regarding natural gas deliveries and prices, likely from a brokerage firm (Transwestern, PG&E, etc.). There are no immediately obvious phishing indicators such as urgent requests, suspicious links, or unusual sender information. However, the content is highly specialized and technical, which could be used to mimic legitimate communications. The lack of a clear sender name and the use of abbreviations require further investigation, but the immediate risk is low. It's important to verify the source of this information through official channels before relying on it."
15763,1,True,High,"This email is highly suspicious. It contains a large amount of HTML code embedded within the text, likely intended to display a visually distracting and potentially malicious website. The content is a promotional newsletter with numerous links to external sites (lockergnome.com, email911.com, etc.), many of which are likely unrelated to the purported content. The references to 'GnomeBLOG', 'GnomeUSABILITY', 'GnomeSERVER', 'GnomeMAIL', and 'GnomeCREDITS' are likely branding attempts to mimic legitimate services. The inclusion of a 'Free Trial' offer for FTP software is a common phishing tactic. The overall structure and content are designed to overwhelm and mislead the recipient, attempting to harvest information or install malware. The use of a seemingly random email address ([qqqqqqqqqq-lg@spamassassin.taint.org]) further increases suspicion."
17296,0,True,High,"This email exhibits multiple strong indicators of a phishing attempt. The subject matter – offering a solution for penis enlargement – is highly unusual and sexually suggestive, a common tactic used in scams. The email contains numerous grammatical errors and nonsensical phrases ('no more penis enlarge ripoffs', 'he who can, does. he who cannot teaches. who will bell the cat?'), designed to appear legitimate while distracting the recipient. The URL, 'www.okmpoi.com', is completely fabricated and likely a malicious domain used to steal credentials or install malware. The overall tone and content are highly suspicious and intended to lure the recipient into clicking the link."
11369,0,True,High,"This email exhibits multiple strong indicators of a phishing attempt. It uses sensationalized language ('skyrocket', 'bonanza', 'explosion of cash'), promises unrealistic returns ('triple and even quadruple returns', 'staggering returns'), and employs high-pressure tactics ('immediate accumulation', 'revise our targets upward'). The email contains numerous grammatical and spelling errors, a common tactic used in phishing scams. It also includes a suspicious URL (daily_4tip@yahoo.com) and makes claims about guaranteed returns, which are hallmarks of fraudulent investment schemes. The mention of a paid publication and advice to seek financial expert guidance is a further manipulation tactic to build trust and encourage investment. The overall tone and content are designed to exploit investor greed and urgency."
300,1,True,High,"This email exhibits several strong indicators of a phishing attempt. Firstly, the subject line 'rendez-vous reporter' is generic and doesn't align with any known legitimate internal communications. Secondly, the URLs are numerous and point to a series of external websites (reactionsnet.com, rvs-monte-carlo.com, waterside.net) that are not standard corporate domains. The URLs are also constructed in a way that could be used to redirect users to malicious sites. Thirdly, the content is a collection of news stories linked together, a common tactic to distract recipients and make them less likely to scrutinize the links. The use of multiple URLs and the lack of a clear, trusted source raise significant concerns. The 'book of the industry' link is particularly suspicious, as it leads to a third-party ecommerce site, and the URL structure is unusual. Overall, the combination of these factors strongly suggests a phishing attempt designed to steal credentials or redirect users to malicious websites."
15421,1,True,High,"The email contains a suspicious URL (http://www.newsisfree.com/click/-1,8381140,215/) which is a common tactic used in phishing campaigns to redirect users to malicious websites. The subject line 'Sinn Fein president accused of setting up IRA cell' is sensationalized and potentially inflammatory, a common tactic to lure users into clicking. The date is old (2002), suggesting a potentially outdated and unreliable source. The lack of a reputable domain and the direct link to a click URL strongly indicate a phishing attempt."
6789,1,False,Low,"The email discusses technical aspects of email clients and package management within the Linux environment. It includes a discussion of GTK+ and gstreamer, referencing apt-get and a specific repository. The sender provides contact information (Brian Fahrländer, Evansville, IN, ICQ, website). There are no unusual requests for information, suspicious links, or attempts to create urgency. The email appears to be a genuine technical discussion within a Linux community mailing list. The URL provided is for a repository, which is a standard practice."
4845,1,False,Low,"The email appears to be a discussion about spam filtering and potential vulnerabilities. It contains a PGP signature, which is standard for secure communication. The sender provides contact information and a website link. While the content touches on potentially sensitive topics (backdoors, spam), there are no immediate red flags like urgent requests for information, suspicious links beyond the signature, or attempts to bypass security measures. The mention of 'Habeus' and 'spamassassin' suggests a technical discussion, and the inclusion of a mailing list signup is typical for this type of forum. The risk level is low due to the lack of manipulative elements and the presence of security measures."
6737,1,False,Low,"The email appears to be a legitimate communication within a technical mailing list. It contains a clear subject line, a direct question, and a response from a member of the mailing list. There are no unusual links, urgent requests, or attempts to manipulate the recipient. The sender's name and contact information are clearly provided, and the email includes a link to the mailing list's website. The tone is casual and conversational, consistent with typical technical discussions. The email does not contain any red flags indicative of phishing."
6251,1,False,Low,"The email appears to be a legitimate communication regarding research papers and potential collaboration. It contains detailed technical information about power price modeling and valuation, referencing specific publications and institutions (UT Austin, TXU Energy). The sender's name and title are clearly stated, and the email includes verifiable details like contact information and publication titles. There are no unusual requests, suspicious links, or attempts to manipulate the recipient. The language is formal and professional, consistent with academic research communication."
8417,1,False,Low,"The email appears to be a scholarly publication announcement. It contains detailed information about a book, including ISBN, authors, and publishers. The language is formal and technical, consistent with an academic setting. There are no unusual links, requests for personal information, or attempts to create urgency. The inclusion of FTP instructions for obtaining data is a standard practice for academic publications. While the email is lengthy and somewhat dense, it doesn't exhibit any immediate red flags indicative of phishing."
9138,0,True,High,"The email exhibits several strong indicators of a phishing attempt. Firstly, the text is overwhelmingly nonsensical and filled with random words and phrases, a common tactic to distract and disorient the recipient. Secondly, the email includes a phone number (1-877-467-2636) which is a typical lure used in scams. Thirdly, the email lacks any legitimate context or sender information beyond the phone number, making it untraceable and suspicious. The use of unusual and seemingly unrelated words further suggests a deliberate attempt to confuse and mislead the reader. The overall presentation is designed to grab attention and potentially trick the recipient into calling the number, which would likely lead to a scam."
1660,1,False,Low,"This email appears to be a legitimate commit log for the SpamAssassin project. It details a code update (Conf.pm) with a log message and a description of the changes. The email includes a technical explanation of the configuration option 'required_hits' and provides guidance for ISPs. The presence of an SF.NET sponsorship link is standard for open-source projects and doesn't raise any immediate concerns. There are no unusual requests, urgent tones, or suspicious links. The content is focused on software development and configuration, aligning with the project's purpose."
1527,1,True,High,"This email exhibits multiple red flags indicative of a phishing attempt. The filename 'hplo 923.xls' is highly suspicious and lacks a clear context. The attachment itself is a potential vector for malware. The date 'september 23, 2000' is an old date and suggests a potentially outdated or malicious campaign. The lack of a legitimate sender name or organization is concerning. The attachment extension '.xls' is commonly used for malicious files. The email is attempting to lure the recipient to open a potentially harmful file."
16748,0,True,High,"This email exhibits multiple highly suspicious characteristics. The text is a completely random string of seemingly unrelated words and phrases, lacking any coherent message or legitimate context. This is a classic tactic used in phishing attempts to overwhelm and confuse the recipient, making it difficult to discern a genuine purpose. The lack of sender information, a professional tone, and the nonsensical content strongly indicate a malicious attempt to mislead and potentially deliver malware or steal information. The use of unusual capitalization and seemingly random characters further reinforces this suspicion."
11535,1,False,Low,"The email describes a language technology workshop. It contains a standard format for conference announcements, including speaker details, a program outline, and contact information. The links provided appear to be associated with the university of Twente and the Parlevink project. There are no unusual requests, urgent language, or suspicious URLs. The email's content is consistent with a legitimate academic event announcement. While the URL `http://www.seti.cs.utwente.nl/parlevink/conferences/twlt14.html` is slightly unusual, it's a plausible domain for a university research project and doesn't immediately raise red flags. The email doesn't attempt to harvest credentials or manipulate the recipient."
18261,1,False,Low,"The email presents itself as a legitimate job posting from the University of Alabama's TESOL program. It includes standard academic details like required qualifications, duties, and contact information. There are no immediate red flags such as unusual links, urgent requests, or suspicious sender addresses. The email is lengthy and detailed, which is typical of formal academic communications. However, the request for a CV and publications, coupled with the specific contact details, warrants a cautious approach. While not overtly malicious, the email requires verification through official university channels before accepting any information or responding."
4007,0,True,High,"This email exhibits multiple strong indicators of a phishing attempt. The language is overly enthusiastic and generic ('amazing online shop', 'have a nice day'). There are numerous spelling and grammatical errors throughout the text, a common tactic used in phishing emails. The inclusion of highly specific, seemingly irrelevant biographical details about the sender (born in France, WWII experiences, military service, academic achievements, translations of works) is a manipulation technique designed to build trust and appear legitimate. The sudden shift in tone and the disjointed presentation of information are also red flags. The email lacks any verifiable context or legitimate business purpose, and the overall structure is highly irregular and suspicious. The use of abbreviations like 'cia ls' and 'pil' further contributes to the unprofessional and potentially deceptive nature of the message."
4377,0,True,High,"This email exhibits multiple red flags indicative of a phishing attempt. The primary concern is the URL 'four87.six86.com', which is a highly suspicious and likely randomly generated domain. The email uses aggressive sales tactics with exaggerated claims ('70% off', 'save you thousands'), offers unsolicited financial products (life insurance, mortgages, etc.), and employs testimonials to build trust. The inclusion of a 'delete your address' link is a common phishing technique to capture user information. The email lacks a legitimate sender's name or company affiliation, and the overall tone is overly promotional and manipulative. The rapid offer generation claim is also a common tactic to create a sense of urgency and pressure the recipient into clicking the link."
9196,1,False,Low,"The email discusses a project and previous meetings with Alan Blood et al. regarding Enron. It requests an updated presentation if significant progress has been made. While the subject matter (Enron) is potentially concerning, the email lacks urgent language, specific requests for information, or suspicious links. The attachment is mentioned but not provided, which is a standard practice. The sender's name, Paul Quilkey, is provided, allowing for verification if needed. The overall tone is professional and informative, consistent with business communication. There is no immediate red flag indicating a phishing attempt."
14254,1,ERROR,ERROR,Failed after max retries
15898,1,False,Low,"The email appears to be a simple exchange between two individuals, David LeBlanc and Neil. There are no unusual links, urgent requests, or attempts to manipulate the recipient. The language is casual and conversational, consistent with a technical discussion. The mention of 'OOT' and 'testing' suggests a discussion about software testing, a common topic in the IT field. The email lacks any red flags that would indicate a phishing attempt. The risk level is low."
6052,1,False,Low,"The email discusses a technical issue with DNS servers and serial numbers. It originates from a legitimate IT department (I.T. Carlow) and includes a verifiable signature block with contact information. The content is highly technical and aligns with typical IT communications. There are no unusual requests, urgent language, or suspicious links. The PGP signature adds a layer of security, confirming the sender's identity. While the subject matter is complex, the email's content and structure are consistent with a genuine technical support request."
