Email,Label,is_phishing_verdict,risk_level,explanation
576,1,True,High,"[Vote: 2 Phish / 1 Safe | Winning Logic: Social Engineering Expert] The email is empty, which raises suspicions. Typically, legitimate emails contain some form of content or context. The lack of any information, including greetings, subject lines, or attachments, makes it difficult to determine the sender's intent. However, considering the zero trust policy and focusing on psychological manipulation, I will flag this email as phishing due to its unusual emptiness."
15061,1,False,Low,"[Vote: 0 Phish / 3 Safe | Winning Logic: Network/Technical Analyst] The email appears to be a legitimate investment advice or portfolio update from Julie. It includes specific details about municipal bonds, their ratings, and maturity dates. The tone is professional, and the language used is consistent with industry standards. There are no obvious red flags such as urgent requests for action, suspicious links, or requests for sensitive information. The email also includes a clear call to action ('please call me with any questions') which suggests that Julie is expecting a response from the recipient."
17179,0,True,High,"[Vote: 3 Phish / 0 Safe | Winning Logic: Network/Technical Analyst] The email contains a generic greeting, uses sensational language ('lose 19%', 'most powerful weightloss'), and offers unrealistic benefits ('up to 300% more weight loss while dieting'). The URL provided is suspiciously short and lacks any clear indication of the website's purpose or legitimacy. The email also creates artificial urgency by implying that this offer is exclusive and time-sensitive."
2638,1,False,Low,"[Vote: 1 Phish / 2 Safe | Winning Logic: Network/Technical Analyst] The email contains no suspicious links, unusual file attachments, or requests for sensitive information. The subject line is casual and does not create a sense of urgency. It appears to be a genuine invitation from a colleague to socialize outside of work."
7934,0,True,High,"[Vote: 3 Phish / 0 Safe | Winning Logic: Network/Technical Analyst] The email contains a mix of random words, phrases, and sentences that do not form a coherent message. It includes various technical terms, abbreviations, and jargon, which could be an attempt to appear complex or sophisticated. The email also contains multiple instances of misspelled words, grammatical errors, and poor sentence structure, which are common indicators of phishing attempts."
4126,1,False,Low,"[Vote: 1 Phish / 2 Safe | Winning Logic: Social Engineering Expert] The email is empty, which is a rare occurrence. However, it does not contain any suspicious links, requests for sensitive information, or unrealistic offers. The lack of content makes it difficult to determine the sender's intentions, but there are no obvious indicators of phishing."
2372,0,True,High,"[Vote: 3 Phish / 0 Safe | Winning Logic: Network/Technical Analyst] This email contains multiple red flags. The sender is claiming to have a massive directory with over 100 million email addresses, which is highly unlikely and suspicious. The offer of $79 for the CD-ROM is too good to be true. The email also includes a fake sense of urgency by stating that this is a 'limited time offer'. Additionally, the email contains multiple spelling and grammatical errors, such as 'YOUR EMAIL ADDRESS' instead of using a standard greeting. Furthermore, the email asks the recipient to fax their order form back to a phone number in the UK, which could be a scam. The email also includes an unusual request for the recipient's credit card information."
12652,1,False,Low,"[Vote: 0 Phish / 3 Safe | Winning Logic: Network/Technical Analyst] The email appears to be a legitimate job posting from a reputable institution, the University of Southern California. It contains specific details about the research focus, qualifications required, and contact information. The tone is professional, and there are no obvious red flags or attempts to create urgency. The URL provided (usc.edu) is a valid domain for the university. While the email may contain some minor formatting issues, it does not exhibit any suspicious behavior."
11904,0,True,High,"[Vote: 3 Phish / 0 Safe | Winning Logic: Network/Technical Analyst] This email contains multiple suspicious elements. It uses a generic greeting, lacks any verifiable signature block or standard contact details, and includes multiple unrealistic offers ('top offerings on cart', 'luxury goods'). The email also attempts to manipulate the recipient by using emotional language ('be a pop idol') and creating artificial urgency ('gain what you desire from our vvatch zone'). Furthermore, it contains a suspicious URL ('http://5f.ctc.fancythesmartest.com/toi/') that is not a standard, safe domain. The email also includes multiple typos and grammatical errors, which are uncommon in legitimate corporate communication."
2270,0,True,High,"[Vote: 3 Phish / 0 Safe | Winning Logic: Network/Technical Analyst] The email contains a generic greeting, uses poor formatting, and includes multiple typos ('offce', 'wlndows', 'dyne'). The offer is too good to be true ('third of the price'), and the request for an update is suspicious. The included URL is not a standard, safe administrative link. The email also contains a fake confirmation message ('this download is a 88 minute usage shareware') and attempts to manipulate the recipient's account details."
16883,1,False,Low,"[Vote: 0 Phish / 3 Safe | Winning Logic: Network/Technical Analyst] This email appears to be a legitimate academic publication announcement. It contains specific details about the volume, authors, and ordering process. The tone is formal and professional, with no urgent or threatening language. The request for payment is clear and transparent, with no attempt to harvest credentials or bypass standard procedures."
4797,1,False,Low,"[Vote: 0 Phish / 3 Safe | Winning Logic: Network/Technical Analyst] This email appears to be a legitimate, personal correspondence between individuals. It contains no suspicious links, requests for sensitive information, or unrealistic offers. The tone and content are consistent with a genuine discussion on social and economic topics. The presence of PGP signature suggests that the sender is attempting to verify their identity and authenticity."
14672,1,False,Low,"[Vote: 0 Phish / 3 Safe | Winning Logic: Network/Technical Analyst] This email appears to be a legitimate academic announcement for a workshop. It contains specific details about the event, speakers, and schedule. The URL provided is a standard university domain with no suspicious indicators. The tone and language used are formal and professional, typical of an academic setting."
6723,1,False,Low,"[Vote: 0 Phish / 3 Safe | Winning Logic: Network/Technical Analyst] The email lacks any suspicious links, requests for sensitive information, or unrealistic offers. The tone is informal, but the content appears to be a legitimate request from a colleague. The email does not contain any fabricated urgency or attempts to manipulate the recipient. The only unusual aspect is the use of 'it and credit', which could potentially be a company-specific term or abbreviation."
4508,1,False,Low,"[Vote: 0 Phish / 3 Safe | Winning Logic: Network/Technical Analyst] The email appears to be a legitimate academic conference announcement. It includes specific details about the event, speakers, and submission requirements. The tone is formal and professional, with no signs of urgency or attempts to manipulate the recipient. The included contact information (mailing address, fax number, and phone number) seems standard for an academic institution. Although there are some minor formatting issues, they do not raise any suspicions."
11569,0,False,Low,"[Vote: 0 Phish / 3 Safe | Winning Logic: Network/Technical Analyst] The email contains a generic greeting, uses specific operational shorthand ('hpl nom', indicating a daily business nomination) paired with a specific date. The attached spreadsheet ('hplno 511 . xls') directly correlates with the date (May 11 -> 5/11) and the context of the message. It contains zero social engineering indicators, no artificial urgency, and no requests for credentials, pointing to a standard, safe internal workflow."
12594,1,False,Low,"[Vote: 0 Phish / 3 Safe | Winning Logic: Network/Technical Analyst] The email appears to be a legitimate discussion on an open-source mailing list. The tone is conversational, and the language used is standard for technical discussions. There are no suspicious links or requests for sensitive information. The included URL is a standard administrative link for the mailing list. While the email contains some minor formatting issues, it does not contain any of the common indicators of phishing such as unrealistic offers, fabricated urgency, or attempts to harvest credentials."
17793,1,False,Low,"[Vote: 0 Phish / 3 Safe | Winning Logic: Network/Technical Analyst] The email appears to be a legitimate discussion on an open-source mailing list. It contains a signature block with a PGP key and a sponsorship message from Jabber, which is a well-known company in the real-time communications space. The tone and content are consistent with a technical discussion, and there are no obvious attempts to manipulate or deceive the recipient."
11259,1,False,Low,"[Vote: 0 Phish / 3 Safe | Winning Logic: Network/Technical Analyst] The email appears to be a legitimate, internal business communication. It contains specific details about a contract between NCPh and the Coal Desk, including technical terms like 'cost-based requirements contract' and 'physical delivery of coal'. The tone is professional and formal, with no signs of urgency or attempts to manipulate the recipient. The email also includes a clear signature block with a name ('Ozzie Pagan') and no suspicious links or attachments."
564,1,False,Low,"[Vote: 0 Phish / 3 Safe | Winning Logic: Network/Technical Analyst] The email appears to be a genuine discussion about browser preferences, with no obvious malicious links or requests for sensitive information. The tone is conversational and the language used is natural. The included URLs are standard support pages for MSN Photos and Mozilla's mailing list. There are no technical indicators of phishing, such as unexpected routing data or unusual file attachment types."
13904,0,False,Low,"[Vote: 1 Phish / 2 Safe | Winning Logic: Network/Technical Analyst] The email appears to be a standard corporate communication with a generic greeting, lacks any fabricated urgency or requests for sensitive information. The included URL is a standard, safe company website link. While the email has some unusual formatting and styling, it does not contain any of the common indicators of phishing such as suspicious links, requests for sensitive information, or unrealistic offers."
6771,0,True,High,"[Vote: 3 Phish / 0 Safe | Winning Logic: Network/Technical Analyst] The email claims to be about a pending DVD shipment, which is an unusual topic for a corporate email. The subject line contains no specific details about the company or the recipient, and it uses sensational language ('pending shipping authorization'). The tone of the email is overly casual and attempts to create a sense of urgency by stating that 'confirmation needed'. This combination of factors strongly suggests that this email is attempting to manipulate the recipient into taking some action."
7884,1,False,Low,"[Vote: 0 Phish / 3 Safe | Winning Logic: Network/Technical Analyst] The email appears to be a legitimate discussion on the concept of ubiquitous computation (ubicomp) and its potential applications in various fields, including emergency response systems, industrial management, and urban infrastructure. The author presents several scenarios, such as '911.net' for disaster response, 'Terrorspace' for airport security, and 'Street.NET' for traffic management."
11376,1,False,Low,"[Vote: 0 Phish / 3 Safe | Winning Logic: Network/Technical Analyst] This email appears to be a genuine discussion thread between individuals on a mailing list or forum. The language used is technical and specific, with no obvious attempts at social engineering or manipulation. The tone is informative and collaborative, with no urgent requests or suspicious links."
15816,0,True,High,"[Vote: 3 Phish / 0 Safe | Winning Logic: Network/Technical Analyst] The email contains a list of software products with prices, which is unusual for a legitimate company. The tone is overly friendly and the language used is too casual for a professional setting. The sender's name 'Lori' seems generic and not specific to any particular company. The email also lacks any standard contact information or a clear call-to-action, making it suspicious."
18412,0,True,High,"[Vote: 3 Phish / 0 Safe | Winning Logic: Network/Technical Analyst] The email contains a generic greeting ('come on in') and an unusual request to select a luxury watch. The URL provided is not official or reputable, as it does not include the brand's domain name. Additionally, the email lacks any standard contact information or signature block. The tone of the email is overly promotional and attempts to create artificial urgency by using the phrase 'more detalls here'. All these indicators suggest a phishing attempt."
6332,1,False,Low,"[Vote: 0 Phish / 3 Safe | Winning Logic: Network/Technical Analyst] The email appears to be a legitimate, internal communication from an employee (Lee) about meter activity at #1428. The language is straightforward and lacks any artificial urgency or requests for sensitive information. The mention of specific dates (Sep 5-18) and volumes adds credibility. However, the email does not contain any verifiable contact details, such as a phone number or signature block."
13564,0,True,High,"[Vote: 3 Phish / 0 Safe | Winning Logic: Network/Technical Analyst] This email contains multiple red flags. The subject line is attention-grabbing, using exclamation marks to create a sense of urgency. The content is overly promotional, with exaggerated claims about the effectiveness of the product. The use of 'no joke' and 'no-fail' creates a false sense of security. The email also includes fake testimonials from 'real people', which are likely fabricated. Additionally, the email contains multiple suspicious links and requests for sensitive information (credit card details). All these indicators suggest that this is a phishing attempt."
10956,1,False,Medium,"[Vote: 0 Phish / 3 Safe | Winning Logic: Network/Technical Analyst] The email appears to be a legitimate conference proceedings notification. It includes specific details about the conference, such as date, location, and paper titles. The tone is formal and professional, with no urgent or threatening language. The request for payment is standard and does not attempt to harvest sensitive information. The URL provided seems to be a valid academic website. However, the email's length and complexity are unusual, which may raise some suspicions."
18442,1,False,Low,"[Vote: 0 Phish / 3 Safe | Winning Logic: Network/Technical Analyst] The email appears to be a legitimate, automated or highly abbreviated B2B transactional email. It uses specific operational shorthand ('total transfer capabilities') paired with a specific date (July 4 -> 07-04). The attached PDF file directly correlates with the context of the message and contains zero social engineering indicators, no artificial urgency, and no requests for credentials."
3614,1,False,Low,"[Vote: 0 Phish / 3 Safe | Winning Logic: Network/Technical Analyst] This email appears to be a legitimate internal communication between employees at Enron. It contains specific details about meter activity, technical jargon ('pressure control', 'standby agreement'), and references to previous conversations. The tone is professional and matter-of-fact, without any urgent or threatening language. The email also includes a clear subject line and proper formatting, indicating that it was likely sent through the company's internal email system."
13365,1,False,Low,"[Vote: 0 Phish / 3 Safe | Winning Logic: Network/Technical Analyst] This email appears to be a legitimate academic or scholarly communication. It contains no suspicious links, requests for sensitive information, or unrealistic offers. The tone and content are consistent with a standard academic paper or book review. The email includes specific details about the author's credentials and contact information, which is typical of academic correspondence."
5968,1,False,Low,"[Vote: 0 Phish / 3 Safe | Winning Logic: Network/Technical Analyst] The email appears to be a legitimate academic announcement for a new journal, Syntaxis. It includes specific details about the journal's purpose, scope, and submission guidelines. The tone is formal and professional, with no signs of urgency or attempts to manipulate the recipient. The included URL is a standard, safe academic website link. While the email may contain some minor formatting issues, it does not exhibit any suspicious behavior."
12599,0,True,High,"[Vote: 3 Phish / 0 Safe | Winning Logic: Network/Technical Analyst] This email contains multiple suspicious elements. The subject line is overly promotional, using sensational language to grab attention. The text itself lacks any technical or business context, instead focusing on vague promises of 'Everyone Approved' and 'NO CREDIT CHECKS'. This is a classic social engineering tactic, attempting to create artificial urgency and pressure the recipient into acting without due consideration. Additionally, the email does not provide any verifiable contact information, signature block, or standard corporate communication tone."
4983,0,True,High,"[Vote: 3 Phish / 0 Safe | Winning Logic: Network/Technical Analyst] The email contains a generic subject line, uses an unusual font symbol (Â), includes multiple unsolicited financial offers and promises of high returns. The tone is overly promotional and attempts to create urgency by mentioning 'considerable exposure to risk'. The email also contains a fake apology for receiving the email in error, which is a common phishing tactic. The URL provided is not a standard or reputable source, and the email does not contain any verifiable contact information."
1467,1,False,Low,"[Vote: 0 Phish / 3 Safe | Winning Logic: Network/Technical Analyst] This email appears to be a legitimate, philosophical discussion between two individuals. The language used is informal and conversational, with no signs of urgency or attempts to manipulate the recipient. The subject matter is abstract and does not contain any suspicious links or attachments."
16147,0,True,Medium,"[Vote: 2 Phish / 1 Safe | Winning Logic: Network/Technical Analyst] The email contains a generic sales pitch, lacks any specific or urgent requests for sensitive information. The included URL is a standard, safe mailing list administrative link. The tone and content are consistent with a legitimate marketing offer. However, the email attempts to create artificial urgency by offering a 'free million' if ordered within 2 days, which is a common tactic used in phishing emails."
3774,1,False,Low,"[Vote: 0 Phish / 3 Safe | Winning Logic: Network/Technical Analyst] The email appears to be a legitimate academic or conference announcement. It contains specific details about a workshop, including dates, times, and speaker names from reputable universities. The language is formal and professional, with no attempts to create urgency or manipulate the recipient. The email does not contain any suspicious links, attachments, or requests for sensitive information."
2743,0,True,High,"[Vote: 3 Phish / 0 Safe | Winning Logic: Network/Technical Analyst] The email uses a generic greeting ('dear customer') and contains multiple red flags. The sender claims to be Rosanne Sargent from 'Duct-Soft', which is an unusual company name. The email creates artificial urgency by stating that the recipient's subscription will expire, but this is not verified through any official channels. The offer of 5,000 popular software at a low price with a personal discount is too good to be true and may be an attempt to harvest credentials or install malware. The URL provided ('http://delphinium.moziyu.com/12/') is suspicious and does not match the company's legitimate website."
4741,1,False,Low,"[Vote: 0 Phish / 3 Safe | Winning Logic: Network/Technical Analyst] The email appears to be a legitimate internal communication between colleagues. It contains specific names, job titles, and company information that are not publicly available. The tone is informal and conversational, which is consistent with an internal corporate email. There are no suspicious links, requests for sensitive information, or unrealistic offers."
16272,1,False,Low,"[Vote: 0 Phish / 3 Safe | Winning Logic: Network/Technical Analyst] The email appears to be a legitimate discussion thread about ALSA (Advanced Linux Sound Architecture) and its mixer settings. The language used is technical and specific, indicating that the sender is an expert in this area. The URLs provided are for RPM packages, which are standard software distribution files. There are no obvious social engineering tactics or attempts to harvest sensitive information. The tone of the email is informative and collaborative, with multiple contributors discussing their experiences and offering suggestions."
14242,1,False,Low,"[Vote: 0 Phish / 3 Safe | Winning Logic: Network/Technical Analyst] This email appears to be a legitimate, internal company memo discussing research and development charges. It includes specific details about budgeted amounts, allocation of resources, and reversal of charges. The tone is professional and formal, with no urgent or threatening language. The email also includes contact information for clarification purposes. There are no suspicious links, attachments, or requests for sensitive information."
2325,1,False,Low,"[Vote: 0 Phish / 3 Safe | Winning Logic: Network/Technical Analyst] This email appears to be a genuine discussion between two individuals about their experiences with RPM (Red Hat Package Manager) and potential workarounds for issues they're facing. The language used is informal, conversational, and technical, which is consistent with the tone of an online forum or mailing list. There are no obvious red flags such as urgent requests, suspicious links, or attempts to harvest sensitive information."
7479,0,True,High,"[Vote: 3 Phish / 0 Safe | Winning Logic: Network/Technical Analyst] The email contains a mix of nonsensical words, phrases, and sentences that do not form coherent meaning. The use of random characters, such as 'v', 'tzigane', and 'mv' is suspicious. Additionally, the email claims to be an online pharmacy shop, which is a common phishing tactic. The tone and language used are also unprofessional and lack any standard business or technical terminology."
17581,1,False,Low,"[Vote: 0 Phish / 3 Safe | Winning Logic: Network/Technical Analyst] This email appears to be a standard, automated corporate communication. It provides specific details about upcoming benefit meetings, including dates, times, locations, and attendees. The tone is professional, and the language is straightforward. There are no suspicious links, requests for sensitive information, or unrealistic offers. The email also includes a clear instruction on how to attend alternative meetings if one's assigned meeting cannot be attended."
16414,1,False,Low,"[Vote: 0 Phish / 3 Safe | Winning Logic: Network/Technical Analyst] This email appears to be a legitimate discussion thread from an online mailing list. It contains a verifiable signature block with standard contact details, lacks any fabricated urgency or requests for sensitive information, and the included URL is a standard, safe mailing list administrative link. The tone and content are consistent with a legitimate technical discussion."
14557,1,False,Low,"[Vote: 0 Phish / 3 Safe | Winning Logic: Network/Technical Analyst] The email appears to be a legitimate news article from Ananova, with a discussion about language mix-ups in Namibia. The URL provided seems to be a standard Yahoo! Groups link for subscription/unsubscription information. There are no suspicious links, requests for sensitive information, or unrealistic offers. The tone and content are consistent with a legitimate news report."
1426,0,True,High,"[Vote: 3 Phish / 0 Safe | Winning Logic: Network/Technical Analyst] This email uses a generic greeting, contains multiple typos ('alls', 'le'vitra', 'paliourg'), and offers unrealistic discounts ('80+% savings'). The tone is overly promotional, with an emphasis on urgency ('order today'). The email also claims to have doctor-approved products without providing any specific information. The URL is not provided, but the email's overall tone and content are suspicious."
3976,0,True,High,"[Vote: 2 Phish / 1 Safe | Winning Logic: Network/Technical Analyst] The email claims to offer PC repairs and upgrades with no call-out charges, which is an unusual service. The URL provided (http://www.qpas.co.uk/pcclinic.htm) is a standard website link but lacks any specific context or relevance to the recipient's account. The email does not contain any urgent requests for sensitive information, but it attempts to create a sense of exclusivity by claiming to 'meet and beat any price'. This combination of factors raises suspicions about the legitimacy of this service."
3605,0,True,High,"[Vote: 3 Phish / 0 Safe | Winning Logic: Network/Technical Analyst] The email contains a sensationalized subject line, which is a common tactic used by phishers to create curiosity and entice the recipient. The URL provided ('our site') is not specific or verifiable, which raises suspicions. Additionally, the email claims that its contents can 'alter your life history', which is an unrealistic claim. Furthermore, it requests sensitive information (sex drive, sexual performance) without providing any context or justification. All these indicators point to a phishing attempt."
963,1,False,Low,"[Vote: 0 Phish / 3 Safe | Winning Logic: Network/Technical Analyst] The email appears to be a legitimate news article about a pipeline explosion in New Mexico. The language used is formal and objective, and the content does not contain any suspicious links or attachments. While the topic of pipeline safety may be sensitive, there is no indication that this email is attempting to deceive or manipulate the recipient."
8332,0,True,High,"[Vote: 3 Phish / 0 Safe | Winning Logic: Network/Technical Analyst] This email contains multiple suspicious elements. The subject line is enticing, trying to create a sense of urgency with 'wonderful reduced prices'. The body of the email is filled with vague medical terms and phrases like 'severe pain', 'sleeping disorders', which are common tactics used in phishing emails to make the recipient feel uneasy or concerned. The URL provided ('http://jkm6.wc.icyigloo.com/2v7/') is a suspicious, unofficial domain that does not match any standard corporate or official website. Additionally, the email contains a quote from Jane Austen's novel 'Pride and Prejudice', which seems out of place in an email about medicines."
3818,0,True,High,"[Vote: 3 Phish / 0 Safe | Winning Logic: Network/Technical Analyst] The email contains a mix of seemingly unrelated words, phrases, and sentences. The use of names like 'Tahoe Nightfall Scamp' and 'Leonardo' is unusual for a legitimate medical prescription request. The sentence structure is also irregular, with no clear subject-verb-object relationships. The inclusion of the phrase 'without a prior prescri ption' is suspicious, as it's not a standard way to request medication. Additionally, the email lacks any verifiable contact information or a clear call-to-action. All these indicators suggest that this email is attempting to manipulate the recipient into taking some action without providing sufficient context."
11953,1,False,Low,"[Vote: 0 Phish / 3 Safe | Winning Logic: Network/Technical Analyst] The email appears to be a routine, internal update from Julie regarding Phillips Petroleum deals. It uses informal language ('I wanted to update you', 'I have left Gary L a voice mail') and mentions specific deal numbers (131054 & 131048). The tone is conversational and lacks any artificial urgency or requests for sensitive information. There are no suspicious links, attachments, or domains mentioned."
18096,1,False,Low,"[Vote: 0 Phish / 3 Safe | Winning Logic: Network/Technical Analyst] This email appears to be a legitimate discussion thread on an open-source mailing list. It contains a PGP signature, which is a standard cryptographic technique used for digital signatures and encryption. The email also includes specific technical details about different mailing list software, such as Mailman, ezmlm, and majordomo. There are no suspicious links, urgent requests, or attempts to harvest credentials. The tone and content are consistent with a legitimate technical discussion."
16606,1,False,Low,"[Vote: 0 Phish / 3 Safe | Winning Logic: Network/Technical Analyst] The email appears to be a genuine discussion between colleagues or experts in linguistics. It contains specific references to authors, books, and historical sources (e.g., St Isidore of Seville, Father Dinneen's book). The tone is academic and conversational, with no urgent requests or suspicious links. The email also includes a signature block with the sender's name and regards, which adds to its authenticity."
12022,0,True,High,"[Vote: 3 Phish / 0 Safe | Winning Logic: Network/Technical Analyst] This email contains multiple suspicious elements. The subject line 'hiv , hiv , charset = us - ascii' is unusual and may be an attempt to bypass spam filters. The email itself appears to be a mass marketing campaign, promoting discounts on medications without any specific details or context. The URLs provided ('khttp : / / www . pmedbadbu . info / 92 /') are suspicious and may be attempting to harvest credentials or install malware. The email also contains a large number of names and references that seem unrelated to the topic at hand, which is another common tactic used by phishers."
10141,0,True,High,"[Vote: 3 Phish / 0 Safe | Winning Logic: Network/Technical Analyst] The email uses a generic greeting, contains an unusual level of enthusiasm ('There is a Genuine Log Home in Your Future!'), and attempts to create artificial urgency by emphasizing the importance of finding the 'best home possible'. The included URL is not a standard corporate link but rather a commercial website. The email also includes a request for sensitive information (removal from mailing list) via an unusual method (sending an email to a Yahoo account). All of these are strong indicators of a phishing attempt."
7208,1,True,Medium,"[Vote: 2 Phish / 1 Safe | Winning Logic: Social Engineering Expert] The email uses a generic greeting ('re : allocation of capital') and contains no artificial urgency. The request to have the meeting 'today/tonight' is vague and does not create a sense of panic. The inclusion of Ray's signature and the mention of a Blackberry device are attempts at establishing credibility, but they do not provide any concrete information about the sender or their identity. The email also lacks any suspicious links or requests for sensitive information."
7431,0,True,Medium,"[Vote: 3 Phish / 0 Safe | Winning Logic: Network/Technical Analyst] The email uses a generic greeting, contains no obvious malicious links or requests for sensitive information. However, it does contain an unusual URL (http://www.centralremovalservice.com/cgi-bin/domain-remove.cgi) that is not related to the main domain name (http://www.affordable-domains.com). Additionally, the email attempts to create a sense of urgency by stating that the new domain names are 'finally available' and that it's 'much easier to register an attractive and easy-to-remember domain name for the same price'. This could be seen as a subtle manipulation tactic."
8659,0,True,High,"[Vote: 3 Phish / 0 Safe | Winning Logic: Network/Technical Analyst] The email uses sensational language ('20 years younger', 'amazing discovery') to grab attention. It contains multiple fake news references ('as seen on oprah and cnbc!') which is a common tactic used by phishers. The email also includes unrealistic health benefits, such as 'lose weight while you sleep!' and 'increases s.exual potency'. Additionally, the email asks the recipient to copy and paste a link into their browser, which is another common phishing technique."
18007,0,True,High,"[Vote: 3 Phish / 0 Safe | Winning Logic: Network/Technical Analyst] The email appears to be a marketing pitch for a software product, attempting to entice recipients into purchasing the 'broadcast email software package'. The tone is overly promotional and lacks transparency about the product's features and benefits. Additionally, the email contains multiple red flags such as urgency tactics ('order by Monday, June 3rd'), lack of clear pricing information, and an emphasis on 'limited time offers'. Furthermore, the email does not provide any concrete evidence or testimonials to support its claims."
11800,1,False,Low,"[Vote: 0 Phish / 3 Safe | Winning Logic: Network/Technical Analyst] The email appears to be a legitimate, automated notification for an academic conference. It includes specific details about the event, such as dates and location, and provides links to relevant information. The tone is formal and professional, and there are no obvious attempts to create urgency or manipulate the recipient."
871,1,False,Low,"[Vote: 0 Phish / 3 Safe | Winning Logic: Network/Technical Analyst] The email appears to be a legitimate, internal corporate communication. It includes specific dates, meeting details, and a clear call-to-action for the recipient. The tone is professional, and there are no obvious social engineering tactics or suspicious links."
13629,1,False,Low,"[Vote: 0 Phish / 3 Safe | Winning Logic: Network/Technical Analyst] The email appears to be a legitimate internal communication from Enron. It contains specific details about parking garages, project scope, and industry research resources. The tone is professional and lacks any artificial urgency or requests for sensitive information. The included URLs (redherring.com) are standard online resources and not suspicious."
12885,1,False,Low,"[Vote: 0 Phish / 3 Safe | Winning Logic: Network/Technical Analyst] This email appears to be a genuine job posting from a colleague, Colm Buckley. The tone is professional, and the language used is consistent with a standard job description. There are no suspicious links, requests for sensitive information, or unrealistic offers. The included URL is a standard, safe mailing list administrative link. The email also includes a signature block with standard contact details, which adds to its legitimacy."
4606,0,True,High,"[Vote: 3 Phish / 0 Safe | Winning Logic: Network/Technical Analyst] This email contains multiple red flags. The subject line is sensationalized, trying to create a sense of urgency. The content promises 'little known secrets' and 'mega-sites' for free, which sounds too good to be true. The email also uses social engineering tactics by asking the recipient to follow 6 simple steps, which could lead to credential harvesting or other malicious activities."
5208,0,True,High,"[Vote: 3 Phish / 0 Safe | Winning Logic: Network/Technical Analyst] This email is a classic example of a phishing attempt. It uses a generic greeting, contains multiple spelling and grammatical errors, offers highly unrealistic financial incentives, and directs the victim to a suspicious, unofficial domain. The email also creates artificial urgency by claiming that the recipient can make 'over $2,000,000' with minimal effort. Additionally, it includes several red flags such as the use of ALL CAPS, excessive punctuation, and poor formatting."
