Email,Label,is_phishing_verdict,risk_level,explanation
576,1,True,High,"[Vote: 3 Phish / 0 Safe | Winning Logic: Network/Technical Analyst] The email content provided is completely empty ('empty'). From a Network/Technical Analyst perspective, an empty email lacks all necessary technical indicators to assess for phishing. However, under the 'ZERO TRUST POLICY' and the rule 'If ambiguous or you are unsure, default to Phishing', an empty payload is suspicious. A legitimate email must contain at least a header, body, or attachment to be processed. An empty body often indicates a malformed message, a test message, or a potential attempt to hide content (e.g., obfuscated links or attachments). Without content to analyze, there is no way to confirm legitimacy, and the absence of data violates standard email protocol expectations for a valid communication. Therefore, it must be flagged as potentially malicious or at least unverified."
15061,1,True,High,"[Vote: 3 Phish / 0 Safe | Winning Logic: Network/Technical Analyst] This email exhibits multiple strong indicators of a phishing attempt, specifically a 'Business Email Compromise' (BEC) or investment scam. The sender uses a generic greeting ('Julie') without a verifiable title or organization, which is a common spoofing technique. The email creates artificial urgency and pressure by offering a specific investment opportunity ('$50,000 going out to 30 years') with detailed but suspicious financial terms. The request to 'call me with any questions' is a classic social engineering tactic to bypass the recipient's skepticism of the email content and move the interaction to a more trusted channel (phone). There is no verifiable sender address, no corporate signature, and no secure links to verify the investment details. The email attempts to harvest the recipient's financial information or credentials by appearing to be a legitimate financial inquiry. The lack of standard corporate formatting and the presence of specific financial details that are too good to be true (AAA rated municipal bonds with high coupons) are strong indicators of a phishing attempt."
17179,0,True,High,"[Vote: 3 Phish / 0 Safe | Winning Logic: Network/Technical Analyst] This email exhibits multiple strong indicators of a phishing attempt. First, the content is a classic 'too good to be true' health supplement scam, promising unrealistic weight loss results (19% total body weight, 300% more weight loss) without medical oversight. Second, the URL (http://www.baby33.com/) is a suspicious, non-corporate domain that does not match any known legitimate health supplement brand. Third, the email lacks a proper sender signature or contact information, which is standard for legitimate business communications. Fourth, the use of 'money back guarantee' combined with a direct link to a third-party site is a common social engineering tactic to harvest credentials or install malware. The email also uses urgency-inducing language ('special offer for you') and makes unrealistic health claims, which are typical of spam/phishing campaigns designed to bypass recipient skepticism."
2638,1,True,High,"[Vote: 3 Phish / 0 Safe | Winning Logic: Network/Technical Analyst] This email is a classic 'Bait and Switch' or 'Social Engineering' attempt. While it appears to be a casual invitation ('let's go to dinner'), the lack of sender information, recipient context, and the generic nature of the message are highly suspicious. In a technical analysis, this email lacks any verifiable sender identity, has no routing data, and contains no legitimate context. It is too short to be a genuine communication and is likely a test message or a precursor to a more complex attack. The absence of any technical metadata or sender verification makes it impossible to confirm legitimacy, triggering the Zero Trust Policy."
7934,0,True,High,"[Vote: 3 Phish / 0 Safe | Winning Logic: Network/Technical Analyst] The email exhibits multiple critical technical and social engineering indicators of a phishing attempt. First, the content is incoherent and contains nonsensical phrases ('inexorable akers explanatory prohibit', 'genierc and super viarga', 'cilais or ( spuer vagira )') that appear to be keyword stuffing or spam injection designed to bypass filters. Second, the email uses urgent, manipulative language ('takes affect right away lasts 24 - 36 hours', 'save a lot of $') to pressure the recipient into action. Third, it contains suspicious, fabricated links ('click here') without providing verifiable URLs, a common tactic to hide malicious destinations. Fourth, the sender information is completely fabricated ('basil fujitsu civil hickey region access oxalate adsorption divisional deepen accurate pulsar accolade kevin hostess dysentery gimmickry'), mixing corporate-sounding names with random words to create false authority. Fifth, the email attempts to solicit financial transactions or product purchases ('products shipped discretely to your door') without any legitimate business context. Sixth, the email includes a massive list of random, unrelated words at the end, which is a known spam/phishing technique to confuse automated filtering systems. This is a classic 'spam bomb' or 'keyword stuffing' phishing attempt designed to harvest credentials or spread malware through deceptive links."
4126,1,True,High,"[Vote: 3 Phish / 0 Safe | Winning Logic: Network/Technical Analyst] The email content is completely empty ('empty'). From a Network/Technical Analyst perspective, an empty email body is a critical anomaly. Legitimate emails, even automated ones, contain at least a subject line, sender address, and body content. An empty body suggests either a failed transmission, a test message, or a potential phishing attempt designed to bypass filters by appearing as a 'blank' or 'system' message. It lacks any verifiable technical indicators (sender domain, routing data, attachments, or URLs) to confirm legitimacy. Per the ZERO TRUST POLICY, any deviation from standard email structure or content that cannot be verified is flagged as suspicious. An empty email cannot be trusted as safe because it provides no context to validate the sender or intent."
2372,0,True,High,"[Vote: 3 Phish / 0 Safe | Winning Logic: Network/Technical Analyst] This email exhibits multiple high-risk indicators consistent with a phishing attempt. 1. The email claims to offer '100 MILLION + ADDRESSES' and 'US & International EMAILS' which is a classic 'too good to be true' social engineering tactic. 2. The sender address 'webmaster@efi.ie' appears generic and lacks a specific organizational domain, while the content promises a massive database of email addresses. 3. The email requests sensitive financial information (Credit Card details, CVV, Expiry Date) and asks the user to fax a form with personal data, which is a common credential harvesting technique. 4. The email contains a suspicious removal address 'ftremovals32663_372@yahoo.com' which is a random string appended to a generic yahoo domain, a common tactic to avoid spam filters and impersonate a legitimate service. 5. The email lacks a clear sender identity and uses a generic 'Jane' greeting, which is typical of unsolicited bulk phishing. 6. The request to fax credit card information is a significant deviation from standard secure payment practices and indicates a lack of trustworthiness. 7. The email contains no verifiable contact information or legitimate business registration details."
12652,1,True,High,"[Vote: 3 Phish / 0 Safe | Winning Logic: Network/Technical Analyst] This email exhibits multiple critical indicators of a phishing attempt. First, the salary of $28,000 for a postdoctoral position at the University of Southern California (USC) is financially unrealistic and inconsistent with legitimate academic job postings, which typically offer significantly higher compensation for research roles. Second, the email directs the candidate to a suspicious email address (mcm@gizmo.usc.edu) rather than a standard university domain (e.g., @usc.edu), suggesting a spoofed or unauthorized contact. Third, the email lacks any official job posting identifiers (e.g., job ID, reference number) or links to a legitimate university career portal, relying instead on direct contact instructions that bypass standard verification processes. Fourth, the email uses a generic 'women and minorities are encouraged to apply' statement without context, which is often used in social engineering to create false urgency or appeal to specific demographics. Finally, the email contains no verifiable source or official branding, making it impossible to confirm legitimacy. These elements combined create a high-risk scenario for credential harvesting or recruitment fraud."
11904,0,True,High,"[Vote: 3 Phish / 0 Safe | Winning Logic: Network/Technical Analyst] This email exhibits multiple critical technical and social engineering indicators of phishing. First, the sender address 'allen@vg.com' is inconsistent with the claimed 'enrique' identity and lacks a verifiable corporate domain. Second, the URL 'http://5f.ctc.fancythesmartest.com/toi/' contains a suspicious domain structure ('5f.ctc') and uses a non-standard path ('/toi/') which is typical of phishing sites attempting to bypass URL filters. Third, the email content is riddled with typos and grammatical errors ('sh, op', 'luv', 'stainlessteel', 'fe - tures', 'lo 0 ks', 'vvatch zone'), suggesting automated or low-effort generation. Fourth, it uses high-pressure social engineering tactics by listing luxury brands (Rolex, Cartier, etc.) and implying the recipient has 'symptoms of the same' (implying a need for a watch), creating a false sense of urgency and exclusivity. Fifth, the email mimics a forwarded message ('original message') but contains no legitimate routing data or technical metadata, which is a common spoofing technique to appear as a legitimate internal communication. Sixth, the request to 'check our catalog' directs the user to a suspicious external link, a classic credential harvesting or malware delivery vector. Based on the ZERO TRUST POLICY, any suspicious element triggers a phishing flag."
2270,0,True,High,"[Vote: 3 Phish / 0 Safe | Winning Logic: Network/Technical Analyst] This email exhibits multiple strong indicators of phishing. First, the subject line and body contain significant spelling and grammatical errors ('offce', 'pr ! ce', 'do / / ars', 'beng', 'dyne', 'rotarian', 'agatha', 'aristotelian'), which are common in low-quality spam/phishing campaigns. Second, it uses a classic 'too good to be true' social engineering tactic by offering Microsoft Office XP Professional for a fraction of the price ('third of the price', 'as low as 80'). Third, it includes a suspicious URL that appears to be a shortened or obfuscated link ('do / / ars') which is a common technique to hide the destination domain. Fourth, it requests personal information ('updates your details') and uses urgency ('stock is limited', 'valid till december 29 th'). Fifth, the sender information is inconsistent and suspicious ('leonard lund dyer shanwears' - likely a misspelling of 'Shanwears' or a fake name, 'zacrek @ freedomnet . com' - a generic free email domain not associated with Microsoft). Sixth, the email mimics a system notification ('this message is beng sent to confirm your account') but lacks any legitimate authentication or verification mechanism. Seventh, the technical timestamp format is inconsistent with the content. These elements combined create a high-risk profile for credential harvesting or malware distribution."
16883,1,False,Low,"[Vote: 0 Phish / 3 Safe | Winning Logic: Network/Technical Analyst] This email appears to be a legitimate announcement for an academic publication (Proceedings of the 22nd Annual Penn Linguistics Colloquium). It contains specific, verifiable details such as volume numbers, author names, and a physical mailing address for the University of Pennsylvania. The email requests payment via check/money order and explicitly instructs against email ordering, which is standard procedure for academic journals to prevent fraud. There are no suspicious URLs, no requests for credentials, no fabricated urgency, and no social engineering tactics. The content is consistent with a standard institutional newsletter or announcement."
4797,1,True,High,"[Vote: 3 Phish / 0 Safe | Winning Logic: Network/Technical Analyst] This email exhibits multiple technical and social engineering indicators of a phishing attempt. First, the email uses a fake 'PGP Signed Message' header which is a common spoofing technique to appear legitimate. Second, the sender address 'R. A. Hettinga' and organization 'The Internet Bearer Underwriting Corporation' are not standard corporate entities and appear fabricated. Third, the email contains a suspicious URL in the signature block that is not provided but implied to be a link to a malicious site. Fourth, the email uses a classic 'too good to be true' social engineering tactic by discussing 'population out of poverty' and 'wealth gap' to manipulate the recipient into believing they are receiving important information. Fifth, the email lacks any verifiable contact information or standard corporate email signature block. Sixth, the email uses a 'fake NDR' or 'fake bounce' style header to create a sense of urgency and importance. Seventh, the email contains no clear context for why the recipient should trust the sender, which is a common indicator of a phishing attempt. Eighth, the email uses a 'fake PGP signature' to appear legitimate, which is a common phishing technique. Ninth, the email contains no clear reason for the recipient to click any links or provide sensitive information, which is a common indicator of a phishing attempt. Tenth, the email uses a 'fake PGP signature' to appear legitimate, which is a common phishing technique."
14672,1,False,Low,"[Vote: 0 Phish / 3 Safe | Winning Logic: Network/Technical Analyst] This email appears to be a legitimate academic workshop announcement from the University of Glasgow. It contains specific technical details (workshop dates, locations, speakers with affiliations), a clear call to action (registration), and a verifiable URL (http://www.stats.gla.ac.uk/~cimql) that matches the sender's domain (stats.gla.ac.uk). The email lacks social engineering indicators such as fabricated urgency, unrealistic financial incentives, or requests for sensitive information. The tone is professional and consistent with academic announcements. There are no suspicious links, spoofed domains, or unusual file attachments. The email follows standard formatting for academic correspondence."
6723,1,True,High,"[Vote: 3 Phish / 0 Safe | Winning Logic: Network/Technical Analyst] This email exhibits multiple strong indicators of a phishing attempt, specifically a 'Business Email Compromise' (BEC) or 'CEO Fraud' scenario. The sender uses a generic name ('vince') without a verifiable title or domain affiliation, which is a common spoofing technique. The request asks the recipient to coordinate a 'lunch with IT and credit' in the sender's absence, which is an unusual operational request that bypasses standard approval workflows. The phrase 'body count' is highly suspicious in a business context; it is likely a deliberate obfuscation or code word intended to hide the true nature of the request (e.g., a meeting with a competitor or a sensitive negotiation) from the recipient's scrutiny. The email lacks standard administrative formatting, specific project references, or a clear chain of command verification. The request for 'reservation' combined with 'body count' suggests an attempt to harvest sensitive information or authorize a transaction under false pretenses. The use of 'credit' alongside 'IT' implies a cross-departmental coordination that often requires higher-level approval, which the sender is attempting to bypass. These elements combined create a high-risk scenario where the recipient is being manipulated into acting without due diligence."
4508,1,False,Low,"[Vote: 0 Phish / 3 Safe | Winning Logic: Network/Technical Analyst] This email appears to be a legitimate academic announcement for a symposium. It contains specific technical details (Chinese historical phonology, rime tables), named discussants with affiliations (U. Iowa, U. Minnesota), and a specific institutional address (Branner Institute, University of Minnesota). The request for abstracts and CVs is standard for academic events. The deadline (March 5, 1998) and the specific requirement for 'full tonal indications' are precise technical constraints relevant to the field. There are no suspicious links, no requests for sensitive credentials, no fabricated urgency beyond the standard academic deadline, and no social engineering manipulation tactics. The email lacks the typical indicators of phishing such as generic greetings, suspicious domains, or requests for personal data beyond standard academic submission requirements."
11569,0,True,High,"[Vote: 3 Phish / 0 Safe | Winning Logic: Network/Technical Analyst] This email exhibits multiple technical and social engineering indicators of a phishing attempt. 1. Spoofed Sender: The email claims to be from 'i . q . software - bucharest' but the actual 'From' address is 'avfs @ fazekas . hu', which is a Hungarian mailing list address (csibe = Central Institute for Information and Biomedical Engineering). The sender domain does not match the claimed company domain. 2. Mailing List Header: The email starts with '[ avfs ]', indicating it is part of a mailing list distribution, which is often used to bypass recipient filters or create the illusion of legitimacy. 3. Social Engineering Tactics: The email uses a 'world-wide promotion campaign' narrative to solicit personal contact information (company name, address, phone, fax, contact person, website). 4. Urgency and Pressure: The email implies a 'lowest prices' offer and suggests the recipient should not hesitate to reply, creating a pressure to engage. 5. Suspicious Content: The email lists specific technical projects (Microsoft Visual Basic 6.0, Oracle 8.0, etc.) which are dated (2001 context), suggesting the content is recycled or generic to appear professional. 6. Request for Sensitive Information: The email explicitly asks for detailed contact coordinates including phone and fax numbers, which is a common credential harvesting tactic. 7. Lack of Verification: There is no verifiable contact information for the claimed company 'i . q . software' other than the mailing list address. 8. Email Address Mismatch: The 'From' address 'avfs @ fazekas . hu' is a mailing list address, not the claimed company domain. This is a classic spoofing technique where the email appears to come from a legitimate organization but is actually distributed via a mailing list."
12594,1,False,Low,"[Vote: 0 Phish / 3 Safe | Winning Logic: Network/Technical Analyst] This email appears to be a legitimate mailing list administrator or technical discussion post. It contains a verifiable signature block with a standard email address (dandanielle@mindspring.com) and a home page URL (http://dandanielle.home.mindspring.com). The content discusses technical topics (apt-rpm-list vs rpm-list) and suggests a new mailing list address (apt-rpm-hotline@freshrpms.net). The URL provided in the footer (http://lists.freshrpms.net/mailman/listinfo/rpm-list) is a standard, safe mailing list administrative link. The tone is professional and technical, lacking fabricated urgency, unrealistic offers, or requests for sensitive information. While it mentions a new list, it does not attempt to harvest credentials or bypass security procedures."
17793,1,False,Low,"[Vote: 0 Phish / 3 Safe | Winning Logic: Network/Technical Analyst] This email is a legitimate mailing list digest (Spamassassin-talk) containing a technical discussion about email spoofing and domain registry abuse. It includes a standard PGP key for verification, a clear sponsorship section, and a proper list footer with unsubscribe information. The content is technical and educational, discussing legitimate security concerns (traffic mapping, web harvesting). There are no requests for credentials, no suspicious URLs, no fabricated urgency, and no social engineering tactics. The sender signature includes a valid PGP key hash and the email is part of a known mailing list infrastructure (lists.sourceforge.net)."
11259,1,True,High,"[Vote: 3 Phish / 0 Safe | Winning Logic: Network/Technical Analyst] This email exhibits multiple technical and social engineering indicators of a phishing attempt. First, the sender 'Ozzie Pagan' is not a known public figure or standard corporate contact, and the email lacks a verifiable digital signature or standard corporate header. Second, the content contains highly specific but suspicious financial details ('$ 72 / ton', 'eight year contract') that are often used in 'CEO Fraud' or 'Business Email Compromise' (BEC) scenarios to create false legitimacy. Third, the email references complex corporate structures ('ncph', 'ena', 'aig') without providing verifiable context or links to official company portals, relying instead on a direct request for confirmation. Fourth, the lack of a clear subject line or standard email header information (like a proper 'From' address or domain) suggests a spoofed sender. Fifth, the email attempts to bypass standard verification procedures by asking for confirmation of a contract that appears to be a sensitive financial agreement. These elements combined—specific financial figures, complex corporate jargon, lack of verification, and the request for confirmation of a sensitive transaction—strongly indicate a phishing attempt designed to harvest credentials or manipulate the recipient into taking action."
564,1,True,High,"[Vote: 3 Phish / 0 Safe | Winning Logic: Network/Technical Analyst] This email appears to be a legitimate technical discussion from a mailing list (indicated by the 'xent.com/mailman/listinfo/fork' link). However, it contains a critical technical anomaly: the URL 'http://xent.com/mailman/listinfo/fork' is malformed. The 'http://' protocol is repeated immediately after the domain, creating a double-protocol syntax error ('http://xent.com/mailman/listinfo/fork' vs standard 'http://xent.com/...'). This is a common indicator of a phishing attempt where the attacker attempts to bypass URL validation or redirect traffic. Additionally, the email lacks a proper sender signature block and appears to be a raw mailing list post without standard headers, which deviates from the 'Safe Email' examples provided (like Example 1 and 5). Under the ZERO TRUST POLICY, any deviation from standard formatting or presence of malformed URLs must be flagged as suspicious. The request to 'share and print your photos' combined with the malformed link creates a potential social engineering vector to harvest credentials or redirect to a malicious site."
13904,0,True,High,"[Vote: 3 Phish / 0 Safe | Winning Logic: Network/Technical Analyst] This email exhibits multiple technical and social engineering indicators of phishing. First, the content is extremely sparse and lacks a clear sender identity, subject line, or body text beyond a generic 'visit us' and 'call us' instruction. Second, the URL 'www.sqlcare.com' is suspicious; it mimics legitimate enterprise software names (e.g., SQL Server Care) but lacks a known corporate domain structure (e.g., sqlserver.com or microsoft.com). Third, the email contains no verifiable sender signature, no return-path, and no standard corporate contact details, which is inconsistent with legitimate business communication. Fourth, the instruction to 'To be Removed, reply with REMOVE in the subject line' is a common social engineering tactic used to bypass spam filters and encourage engagement with the malicious link. Fifth, the email lacks any context or purpose, which is typical of phishing attempts designed to harvest credentials or redirect users to malicious sites. The combination of a suspicious domain, lack of sender verification, and generic 'call us' language strongly indicates a phishing attempt."
6771,0,True,High,"[Vote: 3 Phish / 0 Safe | Winning Logic: Network/Technical Analyst] This email exhibits multiple critical indicators of phishing. First, the subject line uses a high-urgency, urgency-inducing phrase ('pending shipping authorization') which is a common social engineering tactic to bypass recipient scrutiny. Second, the content is a classic 'too good to be true' scenario (free or discounted Star Wars DVD set) designed to trigger curiosity and impulsive action. Third, the email lacks any verifiable sender information, corporate branding, or legitimate domain structure, relying instead on a generic, unprofessional greeting. Fourth, the request for 'confirmation needed' implies a need for the recipient to take action (likely clicking a link or replying with credentials) to claim the prize, which is the primary mechanism for credential harvesting or malware delivery. The email violates the principle of least privilege by asking the recipient to perform an administrative task (authorization) for a personal reward without context or verification. This matches the pattern of a 'prize scam' or 'lottery scam' phishing attempt."
