Email,Label,is_phishing_verdict,risk_level,explanation
12594,1,False,Low,"The email appears to be a legitimate discussion thread within the RPM-List mailing list. While the subject matter (apt-rpm) could be used in a phishing attempt, the sender's email address (dandanielle@mindspring.com) and website link are consistent with the mailing list's information. There are no obvious red flags like urgent requests for personal information or suspicious links."
17793,1,True,Medium,"The email contains several red flags, including a seemingly random OpenPGP hash (0x11C3D628), a mention of 'address database' which is a common tactic for phishing, and a promotional link for Jabber. The informal language ('Thank God!') and the mention of a 'junior admin' also contribute to the suspicious nature. While not overtly threatening, the combination of these elements suggests a potential phishing attempt."
11259,1,True,High,"This email exhibits multiple strong phishing indicators: unusual sender name ('ncph coal contract wes'), vague reference to a 'coal desk' and a complex, convoluted explanation involving multiple companies (ncph, ena, aig, spa) and legal terms (LLC, cost-based requirements contract, offer in-lieu, cpl off-take agreement, MTM treatment). The urgency implied by 'negotiations going well' and 'we will keep you apprised' is a common tactic. The email's purpose is likely to request sensitive information or initiate a fraudulent transaction under the guise of a legitimate business deal."
564,1,True,Medium,"The email contains a suspicious link to 'xent.com/mailman/listinfo/fork' which is a common tactic used in phishing campaigns to redirect users to malicious websites. While the content itself is conversational, the inclusion of a link and the somewhat rambling, anecdotal style raise red flags."
13904,0,True,High,"The email contains several strong phishing indicators: a generic URL (sqlcare.com), a phone number, and a request to reply with 'REMOVE' in the subject line – all common tactics used in phishing scams to lure recipients into revealing information or clicking malicious links. The use of a seemingly legitimate-looking website address combined with a request to confirm deletion is a classic phishing technique."
6771,0,True,High,"The email uses urgent language ('pending shipping authorization', 'confirmation needed') and references a popular franchise (Star Wars) to create a sense of urgency and potentially trick recipients into clicking a malicious link or providing personal information."
7884,1,False,Medium,"The text presents a speculative and somewhat rambling exploration of potential applications of ubiquitous computing, particularly focusing on scenarios like '911.net' and 'Terrorspace.' While it doesn't contain explicit malicious calls to action or deceptive information, the highly detailed and somewhat dystopian visions, combined with the use of evocative names like 'Terrorspace' and 'Punish.net,' raise a moderate level of concern. The text leans heavily on imaginative scenarios and could be used to build a false sense of urgency or interest, potentially leading someone to share information or engage in further investigation based on a misinterpretation of the content's intent. The overall tone and speculative nature warrant caution."
11376,1,False,Low,"The email appears to be a technical discussion about smart card security. There are no obvious phishing indicators such as urgent requests for personal information, suspicious links, or impersonation of a trusted entity. The sender's email address (alex@SecurePipe.com) is also a legitimate domain."
15816,0,ERROR,ERROR,Failed after max retries
18412,0,True,High,"The email uses urgent language ('come on in'), includes a high-value brand (Rolex) with a common misspelling ('repiica'), and a shortened URL with a suspicious removal instruction ('remove me'). These are classic phishing indicators."
6332,1,True,High,"The email uses urgent, technical jargon ('sepo 0', 'meter # 1428', 'reallocation of volumes') combined with a request for immediate action ('please call to discuss'). The mention of specific transaction details ('brandywine in sitara #423794') and an individual's name ('lee') are common tactics in phishing emails designed to pressure recipients into revealing information or clicking a malicious link."
13564,0,True,High,"The email uses sensational claims about guaranteed weight loss, offers a 'no-questions-asked' refund, and includes fabricated testimonials. The urgent call to action with multiple phone numbers and the mention of 'empty' bottles are strong indicators of a phishing scam attempting to collect personal information or financial details."
10956,1,ERROR,ERROR,Failed after max retries
18442,1,True,High,"The email contains several red flags indicative of phishing, including a dated reference (July 4, 2001 - an unusual date for a current outage report), a generic greeting, a suspicious email address (mneeley@caiso.com - likely a typo or spoofed), and the attachment name 'ttc 07 - 04 - 01.pdf' which is vague and potentially misleading. The language 'reliable at time of posting' followed by 'subject to change without notice' is a common tactic to create a sense of urgency and trust."
3614,1,ERROR,ERROR,Failed after max retries
13365,1,True,High,"This email exhibits multiple strong phishing indicators. The sender address 'info@garland.com' is suspicious as it doesn't align with Garland Publishing's known email address. The email promotes a highly technical and academic book ('logical relations in chinese and the theory of grammar') with complex terminology, a common tactic to lure victims into clicking links or providing information. The inclusion of ISBNs and specific theoretical concepts (quantifier scope, Chomsky's binding theory, etc.) suggests a targeted attempt to impersonate a scholarly publisher and potentially steal research or credentials. The email's tone and content are designed to appear legitimate and authoritative, further increasing the risk."
5968,1,ERROR,ERROR,Failed after max retries
12599,0,True,High,"This email exhibits multiple classic phishing indicators: urgent language ('DO IT NOW'), a promise of guaranteed approval ('Everyone Approved', 'NO CREDIT CHECKS'), and a vague, attention-grabbing subject line. The numerical '189' is likely a random number added to increase the sense of legitimacy and urgency.  The lack of a legitimate sender and organization is a strong indicator of malicious intent."
4983,0,True,High,"This email exhibits multiple classic phishing indicators: overly generous promises of high returns (10-30% monthly), a sense of urgency ('Tap into the opportunity'), a generic greeting, a request to click a link, and a disclaimer attempting to appear legitimate while subtly encouraging action. The mention of 'properly positioned' and a specific date/outcome ($70,000) is a common tactic to build trust and pressure the recipient. The final disclaimer about removing the email is a deceptive attempt to make the user think they are safe while still directing them to a potentially malicious link."
1467,1,False,Low,"The email appears to be a nonsensical philosophical rambling with strange imagery. It lacks typical phishing indicators like urgent requests, links to suspicious websites, or impersonation of legitimate organizations. The content is bizarre and doesn't suggest a malicious intent."
16147,0,True,High,"This email exhibits multiple classic phishing indicators: overly promotional language ('best prices,' 'that simple!'), a suspicious offer of a free million emails, a request for an ad (to collect information), a generic email address (learnmorezz1@yahoo.com), and a phone number that could be used for scamming. The inclusion of a seemingly legitimate link to a Linux user group is a common tactic to build trust and mask the phishing attempt."
3774,1,ERROR,ERROR,Failed after max retries
2743,0,ERROR,ERROR,Failed after max retries
4741,1,ERROR,ERROR,Failed after max retries
16272,1,True,High,"This email exhibits multiple strong phishing indicators. Firstly, it provides a direct link to a third-party website (dudex.net) offering a pre-built RPM package for 'gamix'. Secondly, the sender's email address (matthias@egwn.net) is not associated with ALSA or Freshrpms.net, and the email content attempts to build trust through a fabricated history and conversation. The inclusion of multiple RPM download links significantly increases the risk. The use of a seemingly legitimate mailing list signature at the end is a common tactic to mask malicious content. The request for a rebuild and the specific version number (1.99.p13-aap1.i686.rpm) are designed to lure the recipient into downloading and executing a compromised package."
14242,1,ERROR,ERROR,Failed after max retries
2325,1,False,Low,"This email appears to be a technical discussion within a mailing list (RPM-List). While it contains technical details and a request for information, it lacks common phishing indicators like urgent calls to action, suspicious links, or requests for sensitive information. The sender's email address is associated with a legitimate mailing list."
7479,0,True,High,"The email contains numerous nonsensical phrases, misspellings (medzonli, pharmaceu varicoloured tical, etc.), and a strange, disjointed narrative. This is a classic tactic used in phishing emails to create confusion and bypass recipient scrutiny. The use of colloquialisms and unusual phrasing strongly suggests a fraudulent attempt."
17581,1,True,High,"The email uses a generic greeting, mentions benefit plans (a common phishing lure), includes outdated dates (Feb 7, 2001), and provides multiple meeting locations with vague room names ('Cottonwood rm', 'Forum room'). The lack of a specific sender and the unusual formatting contribute to a high risk of phishing."
16414,1,False,Low,"The email appears to be a discussion about spam and online activity, referencing a mailing list and a somewhat provocative (but not inherently malicious) opinion. There are no obvious phishing indicators like urgent requests for personal information, suspicious links (though one is included), or impersonation of a legitimate organization. The content is unusual and potentially controversial, but doesn't constitute a phishing attempt."
14557,1,False,Low,"This email appears to be a news article from Ananova. While it contains links (one to a Yahoo! Groups sponsor), the content itself is a straightforward news report and doesn't exhibit typical phishing indicators like urgent requests for personal information, suspicious links, or grammatical errors designed to deceive."
1426,0,True,High,"Numerous red flags including misspellings ('alls', 'vitra', 'p-enls', 'cia', 'ord'er', 'shipping'), urgent calls to action ('place your order here today'), claims of significant savings and FDA approval without proper verification, and a generic, overly enthusiastic tone. The email attempts to mimic a legitimate pharmaceutical brand but uses poor grammar and spelling to deceive."
3976,0,True,Medium,"The email uses enticing offers ('meet and beat any price') and includes a shortened URL (qpas.co.uk) which is a common tactic in phishing emails. The domain name is slightly different from a reputable PC repair company, raising suspicion. While the claims about no call out or hourly charges are attractive, they are often used to lure victims into clicking malicious links."
3605,0,True,High,"The email uses sensationalist language ('alter your life history', 'enlarge sex drive'), promises unrealistic results ('less than 13 minutes'), and includes a generic website URL ('our site') – all common tactics of phishing scams attempting to lure users with promises of quick fixes and personal information requests."
963,1,False,Medium,"This email contains elements suggestive of a phishing attempt, primarily through the use of urgent, alarming language ('devastating explosion,' 'tragic accident') and references to investigations and potential regulatory changes. While it presents information about a real event, the tone and phrasing are designed to create a sense of urgency and potentially mislead recipients into seeking further information from potentially fraudulent sources. The inclusion of numerous names of agencies and officials adds to the impression of an official communication, which is a common tactic in phishing emails. However, the content itself is largely factual reporting, making a definitive 'phishing' classification less certain."
8332,0,True,High,"This email exhibits multiple strong phishing indicators: suspicious URL (jkm6.wc.icyigloo.com - clearly a typo and unrelated domain), generic claims about medicine prices and relief, use of conversational and slightly rambling language ('quite near relations', 'mr elliot'), and a disjointed, nonsensical final sentence. The URL is the most significant indicator."
3818,0,True,High,"The email contains numerous nonsensical and unrelated words (tahoe nightfall, scamp, maladaptive, penumbra, eocene) likely used to obfuscate the true purpose.  The urgent claim of 'prescription medication without a prescription' is a classic phishing tactic, combined with a vague offer and unusual phrasing, strongly indicating a fraudulent attempt."
11953,1,True,High,"The email uses a sense of urgency ('booked wrong'), mentions a colleague ('Gary L.') with a voicemail, and includes specific deal numbers (131054 & 131048) – all common tactics in phishing emails designed to pressure the recipient into action or reveal information."
18096,1,False,Low,"This email appears to be a genuine discussion about mailing list software. The PGP signature confirms the sender's identity, and the content discusses technical aspects of mail management rather than requesting personal information or directing the recipient to a suspicious link. The tone is conversational and somewhat cautionary, typical of technical advice."
16606,1,ERROR,ERROR,Failed after max retries
12022,0,True,High,"The email contains numerous red flags including nonsensical characters ('hiv', 'charset = us - ascii'), a suspicious URL (khttp:// / / www . pmedbadbu . info / 92 /), excessive exclamation marks, and a generic offer of discounted medication. The random strings of names added to the email are a common tactic to make the email appear legitimate and increase the chance of a user clicking without scrutiny."
10141,0,True,Medium,"The email uses high-pressure sales tactics ('Genuine Log Home in Your Future!', 'You deserve the best home possible'), a generic greeting, and a suspicious domain name (genuineloghome.com) that closely mimics a legitimate company name. The inclusion of a sales rep code (BSAD24) and an unsubscribe link to a non-standard email address (higher_learning1234@yahoo.com) are further indicators of a potential phishing attempt. While the domain isn't overtly malicious, the combination of these factors elevates the risk."
7208,1,True,High,"The email contains several strong phishing indicators: unusual urgency ('let's have this meeting today/tonight'), a generic greeting ('re: allocation of capital'), a suspicious sender claim ('sent from my blackberry wireless handheld (www.blackberry.net)'), and a lack of context regarding the recipient. The combination of these elements strongly suggests a malicious attempt to trick the recipient into revealing information or clicking a link."
7431,0,True,High,"This email exhibits multiple strong phishing indicators: a sense of urgency ('Register your domain name today'), a suspicious offer (discounted domain names), a generic greeting ('Domain Administrator'), a URL that doesn't match the stated company name ('affordable-domains.com' redirects to 'centralremovalservice.com'), and a 'remove' link that is likely a trap to capture credentials."
8659,0,True,High,"This email exhibits multiple classic phishing indicators: overly enthusiastic and sensational claims ('look and feel 20 years younger'), mentions of popular media outlets (Oprah, CNBC) used deceptively, a generic URL (infodele.com), a suspicious domain name (comp. uter tech), and an unusual call to action with a request to be removed from the list (which is a common tactic to avoid reporting). The exclamation points and excessive use of 'fabulous' also contribute to a sense of urgency and manipulation."
18007,0,True,High,"This email exhibits numerous red flags indicative of a phishing scam. It uses excessive exclamation points, overly enthusiastic language ('over 20,000 businesses come on the internet every single day'), multiple contact methods (phone, fax, postal mail), and an incredibly aggressive sales pitch with unrealistic promises of rapid wealth. The email also includes a detailed order form requesting sensitive financial information, a common tactic in phishing attacks. The sheer volume of text and the desperate tone are strong indicators of a fraudulent scheme."
11800,1,ERROR,ERROR,Failed after max retries
871,1,False,Low,"The email appears legitimate. It contains standard business communication elements like meeting schedules, deadlines, and requests for information. While it lacks a personalized greeting and a clear sender name, the content aligns with typical internal communications regarding board meetings and agenda items. The attachment request is standard practice for providing templates, but should be verified independently."
13629,1,ERROR,ERROR,Failed after max retries
12885,1,True,Medium,"The email attempts to impersonate Kevin from suberic.net, offering a job. The unusual date format ('Aug 02, 2002'), the seemingly random philosophical quote, and the slightly awkward phrasing ('hey, so are we!') are red flags. While the email *appears* to be from a legitimate source, the combination of these elements suggests a potential phishing attempt. The email's content is designed to lure the recipient into a response, potentially leading to a malicious link or request for personal information."
4606,0,True,High,"The email uses sensationalist language ('STOP PAYING', 'FREE PASSWORDS', 'Hot Steamy Content'), promises of free access to adult sites (a highly sensitive topic), and a call to action with '6 simple steps' – all classic phishing tactics. The urgency and unrealistic promises are strong indicators of malicious intent."
5208,0,True,High,"This email exhibits multiple classic phishing indicators: an overly enthusiastic and unbelievable offer of massive email lists for a low price, pressure tactics ('take action'), a request for sensitive financial information (credit card details), and a bizarre claim of selling email addresses for use in making a personal bank account. The use of overly complex packaging and multiple ordering methods further raises suspicion. The inclusion of legal references is a common tactic to appear legitimate."
18122,1,ERROR,ERROR,Failed after max retries
4802,1,False,Low,"The email appears to be a discussion thread about running operating systems on older hardware. While it contains some unusual suggestions, there are no obvious red flags like malicious links, urgent requests for personal information, or suspicious sender addresses. The language and content are consistent with a technical discussion."
12226,1,False,Low,"The email appears to be a genuine request for academic recommendations. While the email address is a university address, the content itself doesn't contain typical phishing indicators like urgent requests, suspicious links, or threats. However, it's always wise to verify the sender's identity through a separate channel if the request seems unusual."
6838,1,False,Low,"The email appears to be a genuine recognition of work and doesn't contain typical phishing indicators like urgent requests, suspicious links, or impersonation of a specific individual beyond a common name. However, it's important to verify the sender's identity and the context of the message, especially if you weren't expecting it."
960,0,True,High,"This email exhibits multiple classic phishing indicators: overly enthusiastic claims of huge discounts (80% less), a sense of urgency ('SAVE you $$$'), a generic greeting ('Do you Have...'), a request for personal information (implied - they want payment details), and a fake 'money-back guarantee' to build trust. The repeated 'DeathToSpam' and the SF.NET domain are also red flags. The inclusion of a link and a phone number significantly increases the risk."
779,1,True,High,"Numerous red flags including unusual formatting (excessive hyphens), outdated date (2001), generic greeting, forwarded email chain with multiple recipients, and a subject line referencing a 'revised again' presentation - all strongly indicative of a phishing attempt."
8679,1,True,High,"The email exhibits several characteristics of a phishing attempt, including a poorly formatted URL, a request for subscription/unsubscription, and a call to action that encourages users to visit a website (geekstyle.co.uk) and potentially provide personal information. The language is overly enthusiastic and promotional, a common tactic used in phishing scams. The inclusion of a disclaimer about monitoring communication and potential risks further raises suspicion."
8120,0,True,High,"This email exhibits multiple classic phishing indicators: overly promotional language ('best prices,' 'discounts'), offers of medications (Viagra, Phentermine, etc.) with unusually low prices, a lack of legitimate branding, a generic 'unsubscribe' link (ggtqgvmmpykgbwgf - likely a random string), and a focus on sensitive health issues. The use of 'Royal Meds' is also a red flag, as legitimate pharmacies typically have more established branding. The inclusion of multiple medications with specific claims is a common tactic to lure victims."
2322,1,True,High,The email subject line 'empty' is extremely suspicious and lacks any context or sender information. This is a classic indicator of phishing emails designed to lure recipients into clicking on malicious links or attachments.
6573,1,True,High,"The email exhibits multiple phishing indicators: urgent language ('rapidly eluding us', 'without delay'), vague references to a 'model effort' and 'sydney office', requests for sensitive information (housing arrangements, duties), and an unusual sender name ('Mike') combined with a rushed call to action ('respond asap'). The mention of hurricane season adds a layer of urgency designed to bypass critical thinking."
2660,1,ERROR,ERROR,Failed after max retries
4771,1,False,Low,"The email contains a URL, but it's a legitimate news website (newsisfree.com) and the content discusses game design and symbolism, not a typical phishing tactic. The inclusion of game titles is a minor, irrelevant detail that doesn't raise immediate red flags."
11429,0,True,High,The email uses a shortened URL (http://www.jr-cds.de/?id=38686) which is a common tactic in phishing attacks to mask the true destination. The language ('so billig wie noch nie') and the offer of CDs are designed to lure the recipient. The domain 'jr-cds.de' is suspicious and doesn't immediately align with a reputable CD retailer.  The use of German adds to the potential for targeting a specific audience.
14198,0,True,High,"The email uses alarming language ('get all drugs'), offers prescription medications with prices, includes a suspicious link (agelessliving.biz), and lists a wide variety of drugs, all hallmarks of a phishing scam attempting to lure victims into ordering controlled substances."
11417,0,True,High,"This email exhibits multiple classic phishing indicators: urgent request for personal information (phone numbers, fax numbers), a large sum of money offered with minimal risk, a fabricated story involving a deceased person and a bank (Barclays), a suspicious email address (grayadams66@netscape.net - netscape.net is rarely used by legitimate banks), and a demand for immediate response. The language is overly dramatic and designed to create a sense of urgency and trust, a common tactic in phishing scams."
683,0,ERROR,ERROR,Failed after max retries
5405,0,True,High,"The email contains numerous red flags including nonsensical phrasing ('you raise your voice when you should reinforce your argument . what ' s up , doc ?'), an overly promotional and vague offer ('cheap oem soft shipping worldwide'), and a general sense of urgency/deception. These are common tactics used in phishing emails."
16278,1,ERROR,ERROR,Failed after max retries
11397,0,True,High,"This email exhibits multiple classic phishing indicators: a fabricated historical event (Euro launch date), an offer of a 'free' item (Euro and report) coupled with a high-value investment opportunity, a suspicious URL (209.163.187.42), and pressure to 'click now' with a minimum investment. The language is designed to create urgency and capitalize on potential interest in currency investment."
18154,1,False,Medium,"This email exhibits several characteristics of a disgruntled individual attempting to discredit others through personal attacks and misinformation. While not a direct phishing attempt, the aggressive tone, use of inflammatory language, and request for confidential information (email address) raise concerns about potential manipulation and a hostile environment. The email's content is highly subjective and designed to provoke a reaction, making it a potentially harmful communication."
17369,1,True,High,"The URL `http://www.livejournal.com/talkread.bml?journal=jwz&itemid=60761` is highly suspicious.  LiveJournal is a long-defunct blogging platform.  The `.bml` file extension is often associated with dynamically generated content, frequently used in phishing attacks to serve malicious scripts. The combination of a defunct platform and a suspicious file extension strongly indicates a phishing attempt."
2153,1,False,Low,"The email discusses purchasing old computer components for a Linux project. It contains technical details about hardware and suggests stripping down old computers, which is a common practice among Linux enthusiasts. There are no suspicious links, requests for personal information, or unusual language that would indicate a phishing attempt."
